avg_A_AS_min,avg_A_AS_max,avg_A_AS_avg,avg_A_AS_std,avg_A_AS_median,avg_A_prefix_min,avg_A_prefix_max,avg_A_prefix_avg,avg_A_prefix_std,avg_A_prefix_median,avg_editdist_min,avg_editdist_max,avg_editdist_avg,avg_editdist_std,avg_editdist_median,avg_interarrival_min,avg_interarrival_max,avg_interarrival_avg,avg_interarrival_std,avg_interarrival_median,avg_path_len_min,avg_path_len_max,avg_path_len_avg,avg_path_len_std,avg_path_len_median,editdist_10_min,editdist_10_max,editdist_10_avg,editdist_10_std,editdist_10_median,editdist_11_min,editdist_11_max,editdist_11_avg,editdist_11_std,editdist_11_median,editdist_12_min,editdist_12_max,editdist_12_avg,editdist_12_std,editdist_12_median,editdist_13_min,editdist_13_max,editdist_13_avg,editdist_13_std,editdist_13_median,editdist_14_min,editdist_14_max,editdist_14_avg,editdist_14_std,editdist_14_median,editdist_15_min,editdist_15_max,editdist_15_avg,editdist_15_std,editdist_15_median,editdist_16_min,editdist_16_max,editdist_16_avg,editdist_16_std,editdist_16_median,editdist_17_min,editdist_17_max,editdist_17_avg,editdist_17_std,editdist_17_median,editdist_7_min,editdist_7_max,editdist_7_avg,editdist_7_std,editdist_7_median,editdist_8_min,editdist_8_max,editdist_8_avg,editdist_8_std,editdist_8_median,editdist_9_min,editdist_9_max,editdist_9_avg,editdist_9_std,editdist_9_median,max_A_AS_min,max_A_AS_max,max_A_AS_avg,max_A_AS_std,max_A_AS_median,max_A_prefix_min,max_A_prefix_max,max_A_prefix_avg,max_A_prefix_std,max_A_prefix_median,max_editdist_min,max_editdist_max,max_editdist_avg,max_editdist_std,max_editdist_median,max_path_len_min,max_path_len_max,max_path_len_avg,max_path_len_std,max_path_len_median,nb_A_min,nb_A_max,nb_A_avg,nb_A_std,nb_A_median,nb_A_prefix_min,nb_A_prefix_max,nb_A_prefix_avg,nb_A_prefix_std,nb_A_prefix_median,nb_W_min,nb_W_max,nb_W_avg,nb_W_std,nb_W_median,nb_W_prefix_min,nb_W_prefix_max,nb_W_prefix_avg,nb_W_prefix_std,nb_W_prefix_median,nb_dup_A_min,nb_dup_A_max,nb_dup_A_avg,nb_dup_A_std,nb_dup_A_median,nb_dup_W_min,nb_dup_W_max,nb_dup_W_avg,nb_dup_W_std,nb_dup_W_median,nb_implicit_W_min,nb_implicit_W_max,nb_implicit_W_avg,nb_implicit_W_std,nb_implicit_W_median,nb_new_A_min,nb_new_A_max,nb_new_A_avg,nb_new_A_std,nb_new_A_median,nb_new_A_afterW_min,nb_new_A_afterW_max,nb_new_A_afterW_avg,nb_new_A_afterW_std,nb_new_A_afterW_median,nb_orign_change_min,nb_orign_change_max,nb_orign_change_avg,nb_orign_change_std,nb_orign_change_median,nb_tolonger_min,nb_tolonger_max,nb_tolonger_avg,nb_tolonger_std,nb_tolonger_median,nb_toshorter_min,nb_toshorter_max,nb_toshorter_avg,nb_toshorter_std,nb_toshorter_median
13,101,41.20338983050848,17.77035468279428,38.0,2,15,7.52542372881356,3.276646373243427,7.0,1,3,1.9830508474576272,0.22678604710842015,2.0,1000,1000,1000.0,0.0,1000.0,5,6,5.271186440677966,0.44838824289303025,5.0,0,506,21.93220338983051,70.56126328302129,3.0,0,64,6.271186440677966,12.099915229789374,2.0,0,55,6.271186440677966,12.697855518747462,1.0,0,29,1.1016949152542372,3.9203048581941426,0.0,0,16,1.152542372881356,2.8995455013765334,0.0,0,20,0.7796610169491526,2.971518807115366,0.0,0,9,0.711864406779661,1.7024409196050716,0.0,0,5,0.2711864406779661,0.8475219145692007,0.0,6,1938,108.83050847457628,296.1710917778936,24.0,2,245,29.135593220338983,39.620813768696706,17.0,0,110,19.45762711864407,25.081468659837775,10.0,626,8798,1759.050847457627,1494.4422373642399,1169.0,538,940,746.9661016949152,81.91542444575023,745.0,9,147,17.677966101694917,17.89185971518323,14.0,15,151,24.050847457627118,17.677595140716626,20.0,6469,49424,14062.796610169491,9343.628141919555,11409.0,585,12715,2542.135593220339,2685.4902940112297,1531.0,240,3370,558.1016949152543,455.20130805957353,462.0,46,1784,138.76271186440678,238.5130184391049,88.0,2370,34007,6645.0,6580.221639700761,4378.0,0,0,0.0,0.0,0.0,3371,27958,6834.71186440678,3842.9232320293104,5738.0,61,1814,264.40677966101697,261.83840229951176,213.0,169,1628,318.6779661016949,237.39785031403076,249.0,27,150,85.57627118644068,25.365061083846395,81.0,844,6957,1898.4915254237287,1133.5242475370912,1605.0,2414,21001,4936.220338983051,2978.7610249426057,4139.0
8,183,41.86440677966102,31.200385512162175,35.0,1,18,6.8474576271186445,3.6616067667832506,6.0,1,3,1.9830508474576272,0.2931120430547885,2.0,1000,1008,1000.1355932203389,1.0415112878465864,1000.0,4,7,5.440677966101695,0.5951292656070601,5.0,0,262,24.016949152542374,48.67786140055716,9.0,0,119,14.067796610169491,21.307166033325792,9.0,0,117,27.64406779661017,26.996655419836607,21.0,0,281,15.711864406779661,37.11865914616103,8.0,0,284,10.322033898305085,37.441190979973264,1.0,0,19,1.6101694915254237,3.253734984611942,0.0,0,43,9.542372881355933,13.005730877258138,4.0,0,39,4.322033898305085,7.795756312352877,0.0,4,2080,116.22033898305085,351.4458347336148,31.0,3,240,36.220338983050844,51.29565007994819,15.0,0,74,16.033898305084747,15.375715404376354,13.0,587,20562,3061.4406779661017,3563.093029993146,1735.0,580,955,758.0677966101695,85.84184824768514,752.0,12,27,17.16949152542373,3.474798641513617,17.0,16,39,22.508474576271187,4.928358757918936,21.0,7331,146568,23440.406779661018,26814.155401590462,12656.0,641,133965,8424.06779661017,23973.04306555408,2412.0,223,4026,750.9152542372881,669.1955357801812,573.0,55,1543,183.27118644067798,244.12559165374742,118.0,2228,48920,10228.0,10766.290843054605,4756.0,0,17,0.288135593220339,2.213211486674006,0.0,4324,105469,12466.71186440678,17955.88591333738,6726.0,90,2164,367.50847457627117,471.87766433616787,208.0,164,2039,378.1864406779661,297.07879336658704,292.0,47,308,110.38983050847457,57.72228905214219,94.0,1108,90079,4243.593220338983,11618.262495652449,1871.0,2895,94617,8223.118644067798,12337.120856885738,5107.0
18,89,38.186440677966104,16.587775490809165,34.0,2,16,6.796610169491525,3.1501486610621017,6.0,2,4,2.0677966101694913,0.3142811600693205,2.0,1000,1000,1000.0,0.0,1000.0,5,7,5.406779661016949,0.5291060798338315,5.0,0,1865,44.898305084745765,241.2991915126612,11.0,0,175,15.932203389830509,25.34919192535068,9.0,0,38,8.423728813559322,9.21618402188183,6.0,0,37,4.898305084745763,7.401525740320632,2.0,0,24,2.3728813559322033,4.290720962988926,1.0,0,32,1.2372881355932204,4.296506130891451,0.0,0,35,1.3728813559322033,4.866841732704911,0.0,0,11,0.6779661016949152,1.8610404761862402,0.0,9,265,49.30508474576271,54.33429546202622,27.0,0,160,33.42372881355932,32.94153828340313,24.0,1,79,17.728813559322035,13.389175386617582,15.0,630,4241,1581.6949152542372,911.8575254379589,1147.0,615,1013,818.5593220338983,87.70567378069413,824.0,11,31,16.593220338983052,4.0048188390203485,16.0,14,39,21.050847457627118,4.360574656900005,20.0,7590,52412,16483.542372881355,8866.186307076694,13800.0,688,14806,3281.8813559322034,3166.8385578046336,2478.0,349,1583,781.6949152542373,277.64932324397535,713.0,75,361,147.77966101694915,50.864955687825855,136.0,2806,37850,7332.169491525424,7653.13798870931,5003.0,0,1,0.01694915254237288,0.13018891098082386,0.0,3606,18054,8369.762711864407,2666.4961145537886,7908.0,82,1593,377.1694915254237,271.8102883378197,287.0,208,933,404.4406779661017,127.42980098408214,386.0,42,193,87.22033898305085,28.498074827058524,82.0,981,5555,2510.237288135593,1012.6847441328498,2205.0,2625,14301,5859.525423728814,2079.445519230051,5484.0
21,95,40.644067796610166,14.138188334246886,37.0,3,14,7.983050847457627,2.938986016930803,8.0,1,3,2.0,0.1856953381770519,2.0,1000,1000,1000.0,0.0,1000.0,5,7,5.559322033898305,0.5340536729024711,6.0,0,987,37.88135593220339,131.3126152441862,8.0,0,84,11.033898305084746,14.931990769294877,5.0,0,33,3.152542372881356,6.56745780691337,1.0,0,16,2.152542372881356,3.7911583132246274,0.0,0,62,3.4237288135593222,10.438990884362847,0.0,0,29,1.2881355932203389,4.487725971479385,0.0,0,3,0.15254237288135594,0.4847167435208369,0.0,0,28,1.4745762711864407,4.875540402243632,0.0,5,198,46.016949152542374,37.612127320404724,32.0,0,113,26.35593220338983,24.956349970646617,18.0,1,65,18.779661016949152,17.575519609339626,14.0,771,8248,1912.1694915254238,1457.0339398283784,1574.0,675,1704,877.9661016949152,135.30667161236752,866.0,10,22,14.457627118644067,2.7625702293978605,14.0,14,40,20.74576271186441,6.345221444843582,19.0,8347,47208,17162.661016949154,9309.769541594036,13262.0,794,13637,2950.7966101694915,3249.2609439774574,1993.0,421,1326,743.0677966101695,250.4434594052208,665.0,66,512,146.15254237288136,62.106364147024635,133.0,2955,37118,7984.35593220339,7583.047053296407,5373.0,0,0,0.0,0.0,0.0,4922,15741,8390.118644067798,2767.486666851013,7378.0,83,2066,406.08474576271186,295.6129977157106,339.0,227,722,382.10169491525426,102.20478005476677,382.0,43,988,149.22033898305085,143.49673404869435,106.0,1414,4587,2340.813559322034,723.6774018041052,2200.0,3252,12398,6049.3050847457625,2259.478939431018,5114.0
10,161,55.57627118644068,37.79217369711321,43.0,2,15,7.559322033898305,3.1962865654223243,8.0,1,3,1.9830508474576272,0.22678604710842015,2.0,1000,1000,1000.0,0.0,1000.0,3,7,5.084745762711864,0.8766734852647355,5.0,0,50,8.11864406779661,10.680444175450809,6.0,0,375,42.3728813559322,97.98520266629369,4.0,0,836,88.37288135593221,191.54569980547316,4.0,0,28,2.9152542372881354,5.243347626354817,0.0,0,10,1.152542372881356,2.1075689486167666,0.0,0,13,0.8983050847457628,2.6109511759605084,0.0,0,8,0.423728813559322,1.2205621914187668,0.0,0,24,0.5932203389830508,3.238340592871797,0.0,5,293,58.847457627118644,62.6200401874677,38.0,2,271,41.28813559322034,59.86509283019198,20.0,0,100,18.423728813559322,20.07932835618599,11.0,694,44066,8626.372881355932,12072.076266152548,3000.0,694,1117,908.9491525423729,102.92471700208407,901.0,9,28,14.40677966101695,3.2436603635494805,14.0,14,32,20.966101694915253,4.556034655551172,20.0,6493,80479,24812.474576271186,20490.30033888695,15580.0,714,31380,4635.322033898305,5820.366049161365,2205.0,248,1654,597.2542372881356,281.14388224686536,509.0,50,336,114.45762711864407,57.956381349252126,96.0,2767,36786,9369.542372881357,9359.61427020188,5109.0,0,0,0.0,0.0,0.0,3171,59474,14847.677966101695,14878.406612454864,8365.0,78,1552,272.2881355932203,229.35569806769405,211.0,177,1263,322.96610169491527,156.7040881562636,274.0,5,164,48.220338983050844,28.08918542453917,45.0,821,44980,5131.949152542373,8208.12308425839,2136.0,2350,51470,9715.728813559323,11574.782089004895,6160.0
15,72,40.898305084745765,12.224473636865596,41.0,3,20,9.101694915254237,3.618415138180675,10.0,1,3,2.0,0.18569533817705183,2.0,1000,1000,1000.0,0.0,1000.0,5,8,5.576271186440678,0.621549505074948,6.0,0,509,33.28813559322034,77.09824696058328,7.0,0,47,10.084745762711865,11.874760448535836,6.0,0,17,3.3220338983050848,3.945493623092753,1.0,0,22,1.6271186440677967,3.6854714997318943,0.0,0,62,3.288135593220339,10.727102072687162,0.0,0,17,0.8983050847457628,2.708192648716096,0.0,0,9,0.7796610169491526,1.6616132232860172,0.0,0,10,0.7627118644067796,1.8785447692374073,0.0,6,545,74.61016949152543,111.88048070938864,31.0,0,318,38.644067796610166,60.828975262152824,13.0,0,169,33.59322033898305,40.90785214401778,17.0,703,5150,1534.6610169491526,1103.7884075431004,973.0,677,1013,879.5762711864406,80.16409966756564,889.0,8,23,14.779661016949152,3.5138533549866127,14.0,14,25,19.576271186440678,2.5877922279126513,19.0,7029,45374,13414.661016949152,7860.02525355724,11223.0,530,14082,2194.576271186441,2911.504121307877,1321.0,306,2545,708.2372881355932,421.8437911156971,609.0,49,232,93.50847457627118,39.32375472362727,80.0,2568,36004,6234.627118644068,6796.43279126252,4376.0,0,0,0.0,0.0,0.0,3769,11635,6499.3050847457625,1943.140261981188,6209.0,59,1232,260.23728813559325,200.35359595776822,217.0,183,1066,420.49152542372883,165.2422853206097,386.0,56,395,106.67796610169492,59.032264900139225,91.0,972,5676,1994.3559322033898,850.0300757906656,1689.0,2797,9000,4504.949152542373,1470.6002577381844,4155.0
18,324,44.33898305084746,39.923465647320896,38.0,2,26,7.694915254237288,4.469259898956254,7.0,1,2,1.9830508474576272,0.13018891098082383,2.0,1000,1000,1000.0,0.0,1000.0,3,7,5.220338983050848,0.7671666772582731,5.0,0,44,7.11864406779661,9.820957088275495,3.0,0,27,4.779661016949152,6.22305999851988,2.0,0,116,9.728813559322035,20.009334466929882,1.0,0,18,1.6101694915254237,3.586454156831394,0.0,0,8,0.6949152542372882,1.600153411698451,0.0,0,0,0.0,0.0,0.0,0,22,0.8305084745762712,3.464860759370208,0.0,0,10,0.5254237288135594,1.633231746583419,0.0,1,94,26.593220338983052,21.868035753731423,19.0,0,186,20.52542372881356,28.26253516961827,10.0,0,59,12.525423728813559,15.089795515402738,5.0,721,41934,3218.1525423728813,5863.078307079852,1322.0,640,1057,858.8135593220339,83.31793584615814,847.0,7,26,13.694915254237289,4.026867685281365,13.0,13,28,19.033898305084747,3.3474957273538446,19.0,6640,50531,15907.898305084746,9784.0996690706,12339.0,601,13042,3191.2881355932204,3367.7403969224983,1731.0,303,2204,674.6271186440678,370.66417081741463,582.0,40,404,104.71186440677967,60.40297173765475,86.0,2710,34979,8088.28813559322,7873.846069919568,5101.0,0,0,0.0,0.0,0.0,3444,18107,7174.966101694915,3383.6915566515863,6064.0,34,1555,239.79661016949152,215.37903875061406,197.0,191,1036,404.8474576271187,146.30162673328073,392.0,54,219,103.91525423728814,29.899422284577515,103.0,812,12571,2172.8474576271187,1700.1383900421606,1526.0,2534,14937,5002.118644067797,2437.9351359419306,3986.0
9,76,36.49152542372882,14.259144532733266,34.0,2,18,7.084745762711864,3.45557089246765,7.0,1,2,1.9830508474576272,0.13018891098082386,2.0,1000,1000,1000.0,0.0,1000.0,4,6,5.220338983050848,0.6177767873361394,5.0,0,107,17.89830508474576,25.83748607610471,8.0,0,71,9.305084745762711,14.584183966730981,3.0,0,116,10.813559322033898,21.843861740394924,4.0,0,35,4.5423728813559325,8.255242918997945,1.0,0,25,2.305084745762712,4.05672807384327,0.0,0,8,0.7796610169491526,1.7227463700507646,0.0,0,23,1.8305084745762712,4.185988707716953,0.0,1,49,13.610169491525424,8.376932508182179,13.0,4,315,55.76271186440678,54.00872821640477,42.0,5,149,32.94915254237288,30.686076663424586,21.0,0,123,23.64406779661017,24.426358510107274,18.0,765,18847,2508.677966101695,3011.098730848912,1604.0,731,1051,876.9152542372881,77.45194018976144,878.0,17,25,19.152542372881356,1.6589730862071848,19.0,20,43,23.06779661016949,3.580909183239503,22.0,8462,48808,17596.915254237287,8304.223259340406,14935.0,819,21491,3547.4406779661017,3628.3117108953334,2301.0,431,2162,868.0847457627119,342.8455110081926,760.0,78,880,192.22033898305085,110.98463202043195,167.0,2868,36218,7958.169491525424,6436.672922838702,5678.0,0,0,0.0,0.0,0.0,4478,22635,8805.237288135593,3147.1876352847266,8525.0,113,1290,413.91525423728814,249.7423008468166,323.0,237,1138,419.59322033898303,139.5221053606854,402.0,73,455,125.33898305084746,52.38274596477405,116.0,1284,9443,2747.2542372881358,1447.4426865339783,2440.0,3123,20383,6057.983050847458,2512.8625694238067,5639.0
6,65,29.74576271186441,14.223091012249187,30.0,1,14,5.406779661016949,3.4845404588316042,5.0,1,3,1.7796610169491525,0.4574214313605272,2.0,1000,1000,1000.0,0.0,1000.0,4,6,5.0508474576271185,0.6545261200646416,5.0,0,117,10.152542372881356,17.0746975126658,6.0,0,38,9.05084745762712,9.861845194928959,6.0,0,35,5.033898305084746,7.6698381534309235,3.0,0,28,4.508474576271187,5.852711960120334,2.0,0,30,2.6271186440677967,5.169200248570259,1.0,0,12,0.711864406779661,1.8941911881221376,0.0,0,10,0.8983050847457628,2.1310100831023875,0.0,0,9,0.8135593220338984,1.7953443265096996,0.0,5,432,84.05084745762711,86.56279835826857,53.0,0,130,37.13559322033898,30.401030850897055,27.0,0,614,32.79661016949152,85.18980424282954,16.0,802,24631,3609.7966101694915,4085.6879291584505,2295.0,493,1045,850.7966101694915,111.17240101271368,871.0,11,32,16.54237288135593,5.509621784060121,15.0,16,36,23.152542372881356,4.9438696254223355,21.0,8189,189666,36569.79661016949,38761.95077284604,19923.0,764,145456,17242.237288135595,31436.506752576577,3190.0,406,5297,1010.9322033898305,761.4007025260288,792.0,84,1036,270.89830508474574,197.33995653529874,218.0,2927,33461,9613.813559322034,8606.932986270882,5708.0,0,1,0.03389830508474576,0.18252082497293803,0.0,4647,162712,25967.050847457627,35226.930935266835,10442.0,196,5402,528.1694915254237,689.7188120842003,377.0,222,1320,460.76271186440675,251.31230323650345,375.0,19,389,121.54237288135593,67.39290918238697,105.0,1204,123313,9513.796610169491,20550.895037795097,2594.0,3362,131525,16453.254237288136,23081.389568216346,7550.0
18,202,43.45762711864407,24.922861706707476,41.0,3,28,8.11864406779661,4.518485960045465,8.0,2,4,2.1016949152542375,0.35694659381449295,2.0,1000,1000,1000.0,0.0,1000.0,5,6,5.627118644067797,0.48772183581337053,6.0,0,3071,82.7457627118644,400.91716373836095,10.0,0,265,19.677966101694917,44.312931356965166,7.0,0,67,5.084745762711864,9.761444451467037,2.0,0,21,2.76271186440678,4.215484522611138,1.0,0,23,1.88135593220339,3.996052991272642,0.0,0,20,0.9830508474576272,3.1485712437040876,0.0,0,9,0.6271186440677966,1.6389473607160574,0.0,0,50,2.288135593220339,8.393451567899632,0.0,3,855,90.0677966101695,125.07830160051047,58.0,0,1290,63.08474576271186,167.64631161400206,26.0,1,368,43.20338983050848,62.08969586927057,19.0,827,33771,2653.9830508474574,4423.850053156326,1811.0,716,1109,896.2542372881356,91.85231647639952,908.0,10,26,16.322033898305083,4.328895208129787,15.0,16,30,21.47457627118644,3.5832750007711334,21.0,8329,55277,17185.01694915254,9683.745973842699,14827.0,654,12632,3157.271186440678,3361.8476643496792,1800.0,377,6408,855.6610169491526,833.5781329899123,633.0,66,718,168.98305084745763,123.3494463492633,140.0,2715,34133,7802.627118644068,7187.798873901919,5398.0,0,0,0.0,0.0,0.0,4678,29348,8554.830508474577,3884.8818166577494,8466.0,119,1981,431.64406779661016,351.8067535134175,305.0,188,2097,395.91525423728814,278.75760624449043,334.0,69,180,107.59322033898304,20.74152809526038,105.0,1106,12474,2645.593220338983,1625.1089312947402,2185.0,3222,16874,5909.237288135593,2539.624662323583,5544.0
12,94,39.66101694915254,16.083414212818344,41.0,2,19,8.016949152542374,3.8483831151300714,8.0,2,3,2.0338983050847457,0.182520824972938,2.0,1000,1000,1000.0,0.0,1000.0,5,6,5.372881355932203,0.48772183581337036,5.0,0,57,9.288135593220339,9.798048446533006,8.0,0,116,10.372881355932204,22.457544853901354,2.0,0,72,9.033898305084746,14.827707174693103,2.0,0,36,2.9322033898305087,5.842367277584935,0.0,0,57,3.0847457627118646,8.570776602629426,0.0,0,12,0.559322033898305,1.9142945620693295,0.0,0,6,0.288135593220339,0.9106808263625537,0.0,0,14,1.0677966101694916,2.8153789894916583,0.0,1,3481,143.11864406779662,453.52938104823136,41.0,1,481,62.03389830508475,83.52739920109941,28.0,0,146,28.796610169491526,31.153557200454074,17.0,706,7348,1787.7627118644068,1462.344779136706,1072.0,668,1096,878.0,93.20648194123662,867.0,10,21,14.779661016949152,3.0003896103912537,14.0,15,32,20.576271186440678,3.425076841979724,19.0,7169,46313,15703.101694915254,8657.812590461219,12273.0,691,15618,2993.7796610169494,3434.269856987607,1627.0,381,2566,809.8813559322034,455.81458286977875,650.0,59,528,143.864406779661,80.99115695175246,118.0,2399,34886,7345.813559322034,7049.286414056332,4837.0,0,6,0.3389830508474576,1.3340393610943988,0.0,4046,17815,7592.389830508475,2951.0039905612784,6674.0,83,1639,390.3050847457627,261.67795779237736,281.0,203,1788,374.59322033898303,220.21463813696727,325.0,82,369,121.10169491525424,44.267873816687256,108.0,972,7284,2394.5593220338983,1267.3839234230709,1936.0,3074,10531,5197.830508474576,1873.2858753477328,4681.0
19,151,49.016949152542374,24.93197056089017,43.0,3,30,9.203389830508474,5.105033557311264,9.0,2,4,2.2542372881355934,0.5443509371017501,2.0,1000,1000,1000.0,0.0,1000.0,4,7,5.52542372881356,0.6786378904274262,5.0,0,1699,300.864406779661,557.8180539364846,6.0,0,570,41.45762711864407,101.17317383880562,9.0,0,102,10.661016949152541,22.42582422234313,2.0,0,25,3.3728813559322033,5.300937799545134,1.0,0,27,3.542372881355932,5.715441980370025,1.0,0,38,2.1864406779661016,6.185284472791148,0.0,0,18,1.4576271186440677,3.3441767911230986,0.0,0,38,2.016949152542373,6.407139136241938,0.0,5,638,77.88135593220339,110.18434157884793,43.0,2,184,30.576271186440678,36.50989633899022,20.0,0,102,18.406779661016948,21.21898844160806,11.0,738,33780,3632.135593220339,5150.820669320995,2056.0,620,1025,867.0338983050848,95.98598426812383,874.0,9,25,15.64406779661017,3.1827266117245356,15.0,14,30,20.661016949152543,3.866791280901078,20.0,8910,45874,18132.01694915254,8390.28889908164,15955.0,728,12479,2804.406779661017,2726.9229729940844,1800.0,359,2218,832.9152542372881,306.43282934637955,762.0,53,391,167.83050847457628,84.1374393974388,140.0,3152,35102,8105.830508474576,6020.3048185875405,6460.0,0,1,0.01694915254237288,0.13018891098082383,0.0,4233,35442,9161.118644067798,4827.217468239946,8220.0,96,2888,369.10169491525426,370.232624678577,279.0,240,1081,495.96610169491527,165.64970998254066,469.0,27,717,71.2542372881356,91.75672355714715,58.0,1212,8208,2809.9661016949153,1577.3772531741079,2367.0,3021,28334,6351.152542372882,3702.39084829938,5568.0
17,103,48.898305084745765,18.16086633515178,46.0,3,19,8.779661016949152,3.695606882223389,8.0,2,3,2.0338983050847457,0.18252082497293798,2.0,1000,1000,1000.0,0.0,1000.0,5,7,5.491525423728813,0.598068193434212,5.0,0,220,21.135593220338983,36.31493358021084,6.0,0,207,27.10169491525424,39.31951122019415,12.0,0,398,19.033898305084747,54.044032527029145,4.0,0,184,9.40677966101695,25.680476043006706,2.0,0,46,3.7966101694915255,8.205926497979348,1.0,0,8,0.9322033898305084,1.7894750413002656,0.0,0,12,0.7966101694915254,2.2266385753893783,0.0,0,13,1.271186440677966,2.7154126407358694,0.0,2,144,38.067796610169495,34.02781033354703,28.0,1,396,38.32203389830509,77.23752899625354,13.0,0,277,20.45762711864407,40.188916826056236,7.0,750,11199,2794.1525423728813,2506.6533728264158,1884.0,646,1063,846.8644067796611,93.1066236443593,832.0,11,26,15.627118644067796,3.3728035257945166,14.0,16,34,21.406779661016948,4.58678252518825,19.0,7211,53111,15986.033898305084,10021.00208349703,11764.0,501,12472,2412.3050847457625,2725.0074359546584,1505.0,283,2651,658.4067796610169,370.85051913062034,543.0,49,499,136.03389830508473,84.47014696118772,114.0,2449,38133,7012.5084745762715,7601.796739457743,4215.0,0,0,0.0,0.0,0.0,3502,17373,8280.28813559322,3344.039226232394,7265.0,76,1118,334.6949152542373,215.10488654393447,276.0,190,1175,358.54237288135596,159.37142932134202,312.0,82,415,120.01694915254237,48.2831060357853,108.0,893,5895,2147.6949152542375,932.0498775731073,1808.0,2609,14288,6132.593220338983,2677.4224166527447,5340.0
6,162,64.28813559322033,36.716082564427396,52.0,2,28,10.915254237288135,5.584115821078078,10.0,2,3,2.2542372881355934,0.43916929180156095,2.0,1000,1000,1000.0,0.0,1000.0,4,7,5.745762711864407,0.8007156354976778,6.0,0,2053,427.8813559322034,599.5563614110642,71.0,0,2306,206.25423728813558,412.16010419539225,33.0,0,993,95.64406779661017,198.7032758100643,12.0,0,347,33.389830508474574,72.20517150003931,6.0,0,102,7.186440677966102,16.276145625520325,2.0,0,21,2.2203389830508473,4.616566109320865,0.0,0,24,2.2711864406779663,5.323437146322615,0.0,0,42,2.0338983050847457,5.927627023304593,0.0,1,195,42.898305084745765,34.33641623460947,36.0,1,409,44.016949152542374,64.9298006936573,19.0,0,370,60.389830508474574,89.50977926714788,21.0,962,26135,6630.118644067797,7008.532425661094,2890.0,632,1059,857.0338983050848,102.45418927529731,867.0,10,27,16.152542372881356,3.8363666329144164,15.0,14,33,21.54237288135593,4.411278780495732,20.0,11725,145222,25804.01694915254,19703.279815799906,18628.0,847,83649,4642.64406779661,11268.019909525936,1852.0,480,2965,1071.322033898305,524.4941550142078,949.0,104,1057,261.271186440678,157.82496093266008,210.0,3427,124251,11376.033898305084,16774.47684056624,7171.0,0,0,0.0,0.0,0.0,6820,30974,13385.338983050848,6441.3453365875575,11046.0,128,1006,424.1864406779661,204.1950955688069,392.0,284,2227,618.457627118644,356.0069895688265,545.0,28,577,164.52542372881356,155.8872665092667,76.0,1495,14328,4419.35593220339,2679.873850368076,3458.0,4390,20352,8965.983050847457,4032.9262991270407,7294.0
9,84,37.25423728813559,12.312865741585496,38.0,1,15,8.203389830508474,3.684916417041837,8.0,2,5,2.152542372881356,0.519069436655766,2.0,1000,1000,1000.0,0.0,1000.0,4,7,5.610169491525424,0.6163560645954008,6.0,0,1562,84.47457627118644,271.3230264598222,6.0,0,480,25.25423728813559,69.78059042958395,8.0,0,130,10.661016949152541,24.37466899474034,2.0,0,132,6.9491525423728815,18.367347084557572,2.0,0,51,3.5762711864406778,7.355981356575979,1.0,0,105,5.101694915254237,15.119860101585775,0.0,0,52,4.932203389830509,9.3566579775924,0.0,0,44,4.033898305084746,8.10271581056137,0.0,13,2315,112.66101694915254,316.01596479583833,40.0,0,5409,166.32203389830508,774.2862217079846,21.0,1,1220,57.03389830508475,184.7919581491851,18.0,734,14162,1965.6271186440679,2212.2301113263047,1176.0,668,1010,832.0847457627119,81.03198349727852,826.0,10,31,16.677966101694917,4.264693375266032,17.0,15,39,21.47457627118644,4.469652197390097,21.0,6546,328441,21703.898305084746,41932.6475687788,12610.0,638,315244,8794.50847457627,41001.00616316834,1486.0,450,2132,868.7118644067797,321.9664820233063,805.0,84,621,168.83050847457628,104.51054270236996,138.0,2379,319828,12477.966101694916,41543.87972807668,4508.0,0,1,0.03389830508474576,0.182520824972938,0.0,3693,27615,8281.440677966102,3982.696878139781,7471.0,117,5073,503.6949152542373,749.63817143816,361.0,259,860,440.79661016949154,128.1643314279753,421.0,34,884,127.55932203389831,149.58981515976424,77.0,864,16412,2819.677966101695,2565.317809448111,2174.0,2829,12851,5461.762711864407,1920.5694229162336,4963.0
