assortativity_min,assortativity_max,assortativity_avg,assortativity_std,assortativity_median,average_neighbor_degree_min,average_neighbor_degree_max,average_neighbor_degree_avg,average_neighbor_degree_std,average_neighbor_degree_median,clustering_min,clustering_max,clustering_avg,clustering_std,clustering_median,degree_min,degree_max,degree_avg,degree_std,degree_median,degree_centrality_min,degree_centrality_max,degree_centrality_avg,degree_centrality_std,degree_centrality_median,diameter_min,diameter_max,diameter_avg,diameter_std,diameter_median,eigenvector_min,eigenvector_max,eigenvector_avg,eigenvector_std,eigenvector_median,nb_of_edges_min,nb_of_edges_max,nb_of_edges_avg,nb_of_edges_std,nb_of_edges_median,nb_of_nodes_min,nb_of_nodes_max,nb_of_nodes_avg,nb_of_nodes_std,nb_of_nodes_median,node_clique_number_min,node_clique_number_max,node_clique_number_avg,node_clique_number_std,node_clique_number_median,number_of_cliques_min,number_of_cliques_max,number_of_cliques_avg,number_of_cliques_std,number_of_cliques_median,pagerank_min,pagerank_max,pagerank_avg,pagerank_std,pagerank_median,percolation_limit_min,percolation_limit_max,percolation_limit_avg,percolation_limit_std,percolation_limit_median,triangles_min,triangles_max,triangles_avg,triangles_std,triangles_median
-0.13821945988589124,-0.13791646079985567,-0.1380460697544928,9.718865529427032E-5,-0.13798824678804428,852.1422608496298,852.865689714886,852.5107999424582,0.17565199692252964,852.514580189577,0.15459690963887077,0.1553723960880432,0.15483152810404713,2.2850917324419143E-4,0.15473931568175806,4.262409256216914,4.2679321043986125,4.264487001436884,0.002092493023900036,4.263202235358542,5.9847181218660424E-5,5.992506188950662E-5,5.987861290029383E-5,2.7668003047492066E-8,5.9861551469161794E-5,14.0,14.0,14.0,0.0,14.0,0.0010207241305736905,0.0010231249007800632,0.0010222551796747372,6.785924500643188E-7,0.0010226099910369637,151777.0,151996.0,151858.1,79.18005655421628,151808.5,71213.0,71227.0,71219.86666666667,3.1216394359900734,71220.0,2.51715276705096,2.5218264275986013,2.5185668808537063,0.0012369879741363937,2.5181799673093224,6.178851743165639,6.2996307268923495,6.2187177492501275,0.024830702363610735,6.2109678854437895,1.4039619807095624E-5,1.404237990254589E-5,1.404102603237786E-5,6.154352058044149E-10,1.4040999719180033E-5,0.9984025458575607,0.9984051627750495,0.998403730236057,7.524444911677365E-7,0.9984034519042331,6.528234864652364,6.5945778988305,6.549637717295079,0.01905056638799557,6.538182335852551
-0.13825959290469714,-0.13815039547976807,-0.1382104998748835,2.898006849164918E-5,-0.13820924173937393,854.4061470113381,855.2400511225178,854.8604369484422,0.199265371617812,854.9128078244348,0.15415892169410786,0.15505838248486234,0.15454174713964616,3.010452590536445E-4,0.15438527576162875,4.26629969247188,4.268795461566546,4.267730978589972,6.733744350571648E-4,4.2677021603775955,5.9907844699446173E-5,5.994944618668475E-5,5.9931386273838374E-5,1.0205753378275916E-8,5.9931624482443546E-5,14.0,14.0,14.0,0.0,14.0,0.0010227053413121442,0.0010236449973375446,0.0010232306819929339,1.7841004778463778E-7,0.0010232351844874405,151908.0,152011.0,151955.3,26.427579328281624,151949.5,71200.0,71221.0,71211.28333333334,4.895835887722266,71213.0,2.51952592925449,2.521091358440756,2.5202160291939406,5.408218352375279E-4,2.519937088343422,6.162474898540956,6.226774152774461,6.169935771050651,0.010411799099979505,6.167244719697086,1.4040802572275026E-5,1.4044943820224754E-5,1.4042718482787776E-5,9.654771688269877E-10,1.4042379902545903E-5,0.9984066878681215,0.998408133603125,0.9984073664752915,3.17222655482285E-7,0.9984073695397349,6.5574543973712665,6.580467115149642,6.565911635847438,0.005481387593731044,6.564438671494047
-0.13807380130709174,-0.13791570966122488,-0.13798419812013593,3.5079110076001266E-5,-0.1379854388918448,854.4529136067863,855.4711218637348,855.0063384612068,0.24248276231813204,855.020000633202,0.1542521091250993,0.15498209324144052,0.15442646526239995,1.329109663610764E-4,0.1543993582542572,4.264892482173938,4.266821997024394,4.266172508999156,4.8352086915840224E-4,4.26630827653998,5.986391707953828E-5,5.9889423777449576E-5,5.9880181458995375E-5,6.7084092009666335E-9,5.988089994845483E-5,14.0,14.0,14.0,0.0,14.0,0.0010232518006273012,0.0010244108717129767,0.0010238919488715175,2.4126243769119056E-7,0.001023881840932972,151924.0,152000.0,151974.18333333332,18.45975160663132,151976.0,71242.0,71251.0,71246.15,2.0237990789338953,71246.0,2.516302440804525,2.5196496743768244,2.517490649647878,7.913681685076311E-4,2.5171692644313164,6.16405822326404,6.290486483451702,6.2067338538810235,0.02827615679348758,6.20053196439768,1.4034890738375594E-5,1.4036663765756168E-5,1.4035846158612645E-5,3.986998341592952E-10,1.4035875698284789E-5,0.9984065631063392,0.9984087323790459,0.998407705532162,5.150736341735278E-7,0.9984076802815961,6.523068285493719,6.558864810240287,6.535434042183176,0.008624880312836628,6.533680028611027
-0.1387207499993851,-0.13852577096977245,-0.138628810922327,7.002414804673838E-5,-0.13861186295302844,856.0122709874072,856.9525282127404,856.4940573129178,0.3103794465355626,856.3714033747463,0.15429135375146946,0.15466407078048164,0.15449796891339523,9.361862129428688E-5,0.15450589715160834,4.271044172760833,4.273006694642882,4.271918893070872,4.6780919802523555E-4,4.271940042946766,5.9951210981735936E-5,6.001618587488527E-5,5.998195219098305E-5,2.3976498141790707E-8,5.997046595351808E-5,14.0,14.0,14.0,0.0,14.0,0.0010143376108364959,0.0010158028001369915,0.0010151706906366108,3.779654227552788E-7,0.0010151551576263126,152026.0,152228.0,152125.35,79.58873632087753,152148.5,71183.0,71256.0,71221.08333333333,32.226576918550165,71242.5,2.5196137598068797,2.5221260052490493,2.52016004334219,6.705647946614706E-4,2.5199379405233078,6.160378947368421,6.297992498208842,6.223226883165272,0.03252695212237543,6.216351821703251,1.4033905916694709E-5,1.4048298048691391E-5,1.404078897062554E-5,6.353614844817381E-9,1.4036565253174094E-5,0.9984118897491692,0.9984132907093993,0.9984125535623594,3.8586571464654445E-7,0.998412532769227,6.538504722740734,6.564553479951159,6.546251517286934,0.006129411562162265,6.544112379504242
-0.13867394331893984,-0.1384644287475666,-0.13856703439079743,4.6097880527056754E-5,-0.13857463886998267,855.7102980483172,856.78412123742,856.0884033049434,0.24783273971395384,856.0335647538433,0.15428157500539952,0.15494417213177972,0.15452150833254744,2.0418885870642119E-4,0.1544129466458456,4.270990383940479,4.272706859773212,4.27178216944778,4.76674921952042E-4,4.271609795409036,5.995132375129935E-5,5.999721306526367E-5,5.996585081803733E-5,1.086265492560343E-8,5.996315431074205E-5,14.0,14.0,14.0,0.0,14.0,0.0010148765419801444,0.0010160195682869958,0.0010153798792763044,2.608975693123602E-7,0.0010153490791674066,152065.0,152228.0,152156.43333333332,46.259901978650376,152146.5,71199.0,71258.0,71237.91666666667,15.954693976603279,71238.0,2.5194923701093592,2.5224544803672457,2.5202861176172076,9.585408538663468E-4,2.5198045178926307,6.166224468309117,6.305153510311232,6.222052233131839,0.03067818283147346,6.226229416141395,1.4033512026719791E-5,1.4045141083442167E-5,1.4037469035098256E-5,3.144491653670031E-9,1.4037451921727175E-5,0.9984112332211945,0.998412556833172,0.9984118275218542,3.35362122405267E-7,0.9984117769232288,6.534808305139472,6.5704361737958905,6.544498210899991,0.008486588537404412,6.541204379853692
-0.1387229418248484,-0.13853801934133222,-0.1386311148115986,4.1254011503607984E-5,-0.13863029018319872,856.8476458780892,858.1051492544912,857.4484249691894,0.43348972258359203,857.419734700519,0.15420703994080034,0.1545757931484821,0.1543659954343908,7.968966553694359E-5,0.1543693244735802,4.268042394890152,4.2699531175430225,4.269237070702954,3.989263742273945E-4,4.269277467816892,5.991535240187031E-5,5.9982455246307776E-5,5.994906457734843E-5,2.2381764629346723E-8,5.994092296991367E-5,14.0,14.0,14.0,0.0,14.0,0.0010140631076703188,0.0010154926800566343,0.0010148613755892545,4.423606793772979E-7,0.0010149151794488084,151920.0,152100.0,152017.75,64.79475418191947,152033.5,71183.0,71245.0,71215.41666666667,27.745997828160416,71232.5,2.519772583701832,2.522616874912256,2.5206070637225175,9.716051860006181E-4,2.520168568896434,6.182445994694215,6.3317786550159445,6.243380750326709,0.031451867638182224,6.253334552089129,1.4036072706856593E-5,1.404829804869142E-5,1.4041905475994346E-5,5.470945198337859E-9,1.4038535798010064E-5,0.9984117414402075,0.9984138845583687,0.998412788786281,6.296700233117105E-7,0.9984128030177388,6.5476969756563514,6.5832292295383406,6.556487313551121,0.00916271215862391,6.552575205214241
-0.1389741686774676,-0.1386324210054483,-0.13876943027081573,9.893229387478839E-5,-0.13873904932708683,851.1626813086204,852.4389730729381,851.6566932571237,0.36308866531296236,851.5326872421688,0.15358298173988655,0.1541327582303631,0.15377644190000844,1.2892554775358094E-4,0.15375482593692602,4.2670445775863275,4.271912826129694,4.269477713696008,8.145189522056549E-4,4.269516989427901,5.985812538501489E-5,5.99878228150716E-5,5.9919957354470046E-5,3.283734800267459E-8,5.990174947984378E-5,14.0,14.0,14.0,0.0,14.0,0.0010115486079747505,0.0010144360940331275,0.001013591513987755,4.610931558803599E-7,0.0010136729220831253,152020.0,152197.0,152108.75,68.41068035360075,152110.0,71211.0,71290.0,71254.03333333334,33.02796281461678,71275.0,2.5185242337097566,2.5214280704215475,2.519363250899013,8.482209284700473E-4,2.519015693379105,6.19735143931317,6.369539601043683,6.269261866604435,0.0367032199256853,6.272997835648445,1.4027212792818054E-5,1.4042774290488808E-5,1.4034296228753996E-5,6.5058435960161016E-9,1.4030164953860954E-5,0.9984038248289321,0.9984056160336613,0.998404575668779,5.407421375861288E-7,0.9984044740272928,6.535660176196622,6.591133765832561,6.551632752816293,0.0110482192960178,6.550133753254599
-0.13850352692779463,-0.13834985001714364,-0.13841832015747865,3.683408930204307E-5,-0.1384210986437706,852.8731193532759,855.2348077372269,853.7531757716384,0.6692918960868295,853.530770446348,0.1532170790158725,0.15382813413605684,0.15348481139831702,1.498654827121701E-4,0.1535020125504256,4.268200954252035,4.270499964939345,4.269698004717092,5.397497059587305E-4,4.2698080943296155,5.987306791588912E-5,5.992229073743239E-5,5.989325423968126E-5,1.4043422795443905E-8,5.9889446198662256E-5,14.0,14.0,14.0,0.0,14.0,0.0010127388386385165,0.0010150328766124156,0.0010138886596014725,6.452243598583366E-7,0.0010137369470017564,152076.0,152255.0,152192.25,57.08590760825075,152224.5,71258.0,71310.0,71289.46666666666,20.395634849242246,71303.0,2.5174043531919668,2.5205225713203205,2.5186186784740228,9.789056608714708E-4,2.518084539647691,6.185168564536938,6.406033068282216,6.24082070674169,0.04231025191167175,6.236832540530875,1.4023278642546624E-5,1.4033512026719798E-5,1.402731886291235E-5,4.01383469154932E-9,1.4024655344094909E-5,0.9984061028611874,0.9984101809120732,0.9984077446910659,1.1063209645667594E-6,0.9984074073191117,6.525806904294134,6.575123135427922,6.5410121456517025,0.010889803751758617,6.538273120113291
-0.1385406382303602,-0.13821065846517794,-0.1383599146165827,8.414575867925824E-5,-0.1383669038949839,855.7742949967635,857.0383712034527,856.4632818460996,0.3655085679275228,856.4989313513445,0.1532815551532063,0.15379198544144165,0.1534517938925988,1.0190480098107372E-4,0.1534490550603919,4.271466666666667,4.273713459730272,4.272908760442604,5.789503856829857E-4,4.273040464037882,5.990003694948587E-5,5.997689260876658E-5,5.993764258936848E-5,2.78889595130187E-8,5.99290172953048E-5,14.0,14.0,14.0,0.0,14.0,0.001014793948523984,0.0010159013343967894,0.0010154704736675185,2.433184033532062E-7,0.0010154321473733827,152171.0,152408.0,152308.36666666667,69.92779973042893,152312.5,71250.0,71327.0,71290.25,31.503362747596487,71299.5,2.5180386713218077,2.5211838836886202,2.518919790940812,9.05485672278123E-4,2.5185694537259744,6.192244062473712,6.320965842167255,6.239069773726137,0.028247792851487135,6.240615220580931,1.4019936349488989E-5,1.4035087719298261E-5,1.4027166295936256E-5,6.198817583365616E-9,1.4025343796929546E-5,0.9984112499487978,0.9984134987122297,0.9984123347545163,5.531480427233051E-7,0.9984123689762431,6.525068700577646,6.562162313877935,6.539147835948084,0.008929285279985122,6.536089270594994
-0.14439027245457334,-0.13825056200647232,-0.13914440875302914,0.0018364488238780086,-0.13842671057397504,795.0926775968812,857.588066082938,849.1704381059169,18.430570259165208,856.5972504634682,0.14956837004723,0.15374208923672303,0.1530429112424477,0.0012070506811857036,0.1535335936604434,4.22923648601276,4.272137260124196,4.265771430392974,0.012733469559964551,4.270914601452894,5.930443511810809E-5,5.99335313730491E-5,5.982691865993182E-5,1.8353244387072763E-7,5.9884105720032525E-5,14.0,14.0,14.0,0.0,14.0,9.722784035181454E-4,0.0010152254223271422,0.0010091935282750268,1.2702369171926195E-5,0.0010143685886002678,150804.0,152385.0,152080.91666666666,453.07601381422535,152187.0,71261.0,71341.0,71302.9,34.35492711312823,71317.0,2.507775362826895,2.52058542882802,2.5171603745801976,0.0033515759150485277,2.5182460740201105,6.112486854098016,6.253749754688946,6.212775226422679,0.038594654571034184,6.231391404300654,1.4017185068894462E-5,1.4032921233213127E-5,1.4024678214887178E-5,6.757620953774508E-9,1.4021902222281572E-5,0.9982614588009694,0.9984127788461636,0.9983929090480611,4.484764122631478E-5,0.9984113362660021,6.439945602646964,6.562050965424338,6.529712430077181,0.02952485945891757,6.538968646357819
